Titulo do Projeto;ID Issue;ID Pergunta;Titulo;Respondida;Respostas;Data da criação;Link;Tags
scikit-learn/scikit-learn;75;57780983;Error when verifying tensorflow installed correctly;True;3;2019-09-04 00:08:11;https://stackoverflow.com/questions/57780983/error-when-verifying-tensorflow-installed-correctly;python-3.x, tensorflow, jupyter-notebook;
scikit-learn/scikit-learn;75;59457071;ContextualVersionConflict when importing guesslang package;False;0;2019-12-23 11:37:14;https://stackoverflow.com/questions/59457071/contextualversionconflict-when-importing-guesslang-package;python, import, python-import, conflicting-libraries;
scikit-learn/scikit-learn;75;52412165;tensorflow pip and conda clash;True;1;2018-09-19 15:31:20;https://stackoverflow.com/questions/52412165/tensorflow-pip-and-conda-clash;python-3.x, tensorflow, pip, conda;
scikit-learn/scikit-learn;75;60493751;How can I reach 100% CPU utilization when using mutliprocessing?;False;0;2020-03-02 14:21:57;https://stackoverflow.com/questions/60493751/how-can-i-reach-100-cpu-utilization-when-using-mutliprocessing;python, linux, optimization, multiprocessing, cpu-usage;
scikit-learn/scikit-learn;75;54165894;Getting blocked by - ImportError: cannot import name &#39;cross_validation&#39; from &#39;sklearn&#39;;True;1;2019-01-13 00:40:08;https://stackoverflow.com/questions/54165894/getting-blocked-by-importerror-cannot-import-name-cross-validation-from-sk;python, python-3.x;
scikit-learn/scikit-learn;75;51346040;xgboost regression predict same value;True;1;2018-07-15 04:00:04;https://stackoverflow.com/questions/51346040/xgboost-regression-predict-same-value;python, regression, xgboost;
scikit-learn/scikit-learn;75;50216691;How to input Scikit learn MLP classifier with variable length of input data.;True;1;2018-05-07 11:32:19;https://stackoverflow.com/questions/50216691/how-to-input-scikit-learn-mlp-classifier-with-variable-length-of-input-data;python, machine-learning, scikit-learn, neural-network;
scikit-learn/scikit-learn;75;44153628;Handling/displaying extremely large values in Python;True;1;2017-05-24 05:57:36;https://stackoverflow.com/questions/44153628/handling-displaying-extremely-large-values-in-python;python, machine-learning;
scikit-learn/scikit-learn;75;41619431;Can I apply Cross Validation in a Linear Regression model?;True;1;2017-01-12 14:28:33;https://stackoverflow.com/questions/41619431/can-i-apply-cross-validation-in-a-linear-regression-model;python, scikit-learn, linear-regression;
scikit-learn/scikit-learn;75;40413168;Difficulties installing Theano on 64-bit Windows 10 System, Python 3;True;2;2016-11-03 20:54:36;https://stackoverflow.com/questions/40413168/difficulties-installing-theano-on-64-bit-windows-10-system-python-3;python-3.x, gcc, anaconda, theano, mingw-w64;
scikit-learn/scikit-learn;75;38133935;Computing custom function on numpy array results in UnpicklingError: NEWOBJ class argument has NULL tp_new;True;2;2016-06-30 18:59:35;https://stackoverflow.com/questions/38133935/computing-custom-function-on-numpy-array-results-in-unpicklingerror-newobj-clas;python, numpy, apache-spark, scipy, pyspark;
scikit-learn/scikit-learn;75;36410354;Scikit grid search on specific data set instead of randomized data;False;0;2016-04-04 15:39:39;https://stackoverflow.com/questions/36410354/scikit-grid-search-on-specific-data-set-instead-of-randomized-data;python, scikit-learn, cross-validation, grid-search;
scikit-learn/scikit-learn;75;31119823;reducing FP rate scikit-learn random forest;True;1;2015-06-29 12:36:18;https://stackoverflow.com/questions/31119823/reducing-fp-rate-scikit-learn-random-forest;machine-learning, scikit-learn, random-forest;
